"Activité","dep","export"
"C250","24",-
"C250","25",-
"C250","26",13970.9
"C250","31",-
"C250","41",-
"C250","42",-
"C250","43",-
"C250","52",-
"C250","53",-
"C250","54",-
"C250","72",-
"C250","73",-
"C250","74",-
"C250","82",-
"C250","01",-
"C250","07",-
"C250","26",-
"C250","38",-
"C250","42",-
"C250","69",-
"C250","73",-
"C250","74",-
"C250","83",-
"C250","91",-
"C250","93",-
"C250","04",-
"C250","05",-
"C250","06",-
"C250","13",-
"C250","83",-
"C250","84",-
"C250","94",-
"C2500","Total",13970.9
"C2500","11",-
"C2500","75",-
"C2500","77",-
"C2500","78",-
"C2500","91",-
"C2500","92",-
"C2500","93",-
"C2500","94",-
"C2500","95",-
"C2500","21",-
"C2500","22",-
"C2500","23",-
"C2500","24",-
"C2500","25",-
"C2500","26",13970.9
"C2500","31",-
"C2500","41",-
"C2500","42",-
"C2500","43",-
"C2500","52",-
"C2500","53",-
"C2500","54",-
"C2500","72",-
"C2500","73",-
"C2500","74",-
"C2500","82",-
"C2500","01",-
"C2500","07",-
"C2500","26",-
"C2500","38",-
"C2500","42",-
"C2500","69",-
"C2500","73",-
"C2500","74",-
"C2500","83",-
"C2500","91",-
"C2500","93",-
"C2500","04",-
"C2500","05",-
"C2500","06",-
"C2500","13",-
"C2500","83",-
"C2500","84",-
"C2500","94",-
"C25000","Total",13970.9
"C25000","11",-
"C25000","75",-
"C25000","77",-
"C25000","78",-
"C25000","91",-
"C25000","92",-
"C25000","93",-
"C25000","94",-
"C25000","95",-
"C25000","21",-
"C25000","22",-
"C25000","23",-
"C25000","24",-
"C25000","25",-
"C25000","26",13970.9
"C25000","31",-
"C25000","41",-
"C25000","42",-
"C25000","43",-
"C25000","52",-
"C25000","53",-
"C25000","54",-
"C25000","72",-
"C25000","73",-
"C25000","74",-
"C25000","82",-
"C25000","01",-
"C25000","07",-
"C25000","26",-
"C25000","38",-
"C25000","42",-
"C25000","69",-
"C25000","73",-
"C25000","74",-
"C25000","83",-
"C25000","91",-
"C25000","93",-
"C25000","04",-
"C25000","05",-
"C25000","06",-
"C25000","13",-
"C25000","83",-
"C25000","84",-
"C25000","94",-
"C251","Total",1276112.0
"C251","11",249177.2
"C251","75",41797.5
"C251","77",16445.4
"C251","78",45091.8
"C251","91",1949.3
"C251","92",11658.0
"C251","93",24849.6
"C251","94",13214.3
"C251","95",94171.3
"C251","21",-
"C251","22",-
"C251","23",-
"C251","24",-
"C251","25",-
"C251","26",95915.6
"C251","31",193819.1
"C251","41",-
"C251","42",-
"C251","43",244265.0
"C251","52",-
"C251","53",-
"C251","54",-
"C251","72",-
"C251","73",218805.0
"C251","74",-
"C251","82",-
"C251","01",-
"C251","07",-
"C251","26",-
"C251","38",-
"C251","42",-
"C251","69",-
"C251","73",-
"C251","74",-
"C251","83",-
"C251","91",-
"C251","93",274130.1
"C251","04",x
"C251","05",169.1
"C251","06",54897.9
"C251","13",x
"C251","83",20785.1
"C251","84",x
"C251","94",-
"C2511","Total",454620.1
"C2511","11",x
"C2511","75",-
"C2511","77",-
"C2511","78",x
"C2511","91",-
"C2511","92",-
"C2511","93",-
"C2511","94",x
"C2511","95",x
"C2511","21",-
"C2511","22",-
"C2511","23",-
"C2511","24",-
"C2511","25",-
"C2511","26",95400.8
"C2511","31",-
"C2511","41",-
"C2511","42",-
"C2511","43",103145.9
"C2511","52",-
"C2511","53",-
"C2511","54",-
"C2511","72",-
"C2511","73",92089.8
"C2511","74",-
"C2511","82",-
"C2511","01",-
"C2511","07",-
"C2511","26",-
"C2511","38",-
"C2511","42",-
"C2511","69",-
"C2511","73",-
"C2511","74",-
"C2511","83",-
"C2511","91",-
"C2511","93",x
"C2511","04",x
"C2511","05",-
"C2511","06",-
"C2511","13",x
"C2511","83",-
"C2511","84",x
"C2511","94",-
"C25110","Total",454620.1
"C25110","11",x
"C25110","75",-
"C25110","77",-
"C25110","78",x
"C25110","91",-
"C25110","92",-
"C25110","93",-
"C25110","94",x
"C25110","95",x
"C25110","21",-
"C25110","22",-
"C25110","23",-
"C25110","24",-
"C25110","25",-
"C25110","26",95400.8
"C25110","31",-
"C25110","41",-
"C25110","42",-
"C25110","43",103145.9
"C25110","52",-
"C25110","53",-
"C25110","54",-
"C25110","72",-
"C25110","73",92089.8
"C25110","74",-
"C25110","82",-
"C25110","01",-
"C25110","07",-
"C25110","26",-
"C25110","38",-
"C25110","42",-
"C25110","69",-
"C25110","73",-
"C25110","74",-
"C25110","83",-
"C25110","91",-
"C25110","93",x
"C25110","04",x
"C25110","05",-
"C25110","06",-
"C25110","13",x
"C25110","83",-
"C25110","84",x
"C25110","94",-
"C2512","Total",56841.7
"C2512","11",x
"C2512","75",218.7
"C2512","77",1243.1
"C2512","78",4262.8
"C2512","91",x
"C2512","92",x
"C2512","93",714.7
"C2512","94",x
"C2512","95",3091.6
"C2512","21",-
"C2512","22",-
"C2512","23",-
"C2512","24",-
"C2512","25",-
"C2512","26",514.8
"C2512","31",18254.3
"C2512","41",-
"C2512","42",-
"C2512","43",5385.2
"C2512","52",-
"C2512","53",-
"C2512","54",-
"C2512","72",-
"C2512","73",4717.5
"C2512","74",-
"C2512","82",-
"C2512","01",-
"C2512","07",-
"C2512","26",-
"C2512","38",-
"C2512","42",-
"C2512","69",-
"C2512","73",-
"C2512","74",-
"C2512","83",-
"C2512","91",-
"C2512","93",x
"C2512","04",x
"C2512","05",169.1
"C2512","06",1952.1
"C2512","13",x
"C2512","83",2957.7
"C2512","84",x
"C2512","94",-
"C25120","Total",56841.7
"C25120","11",x
"C25120","75",218.7
"C25120","77",1243.1
"C25120","78",4262.8
"C25120","91",x
"C25120","92",x
"C25120","93",714.7
"C25120","94",x
"C25120","95",3091.6
"C25120","21",-
"C25120","22",-
"C25120","23",-
"C25120","24",-
"C25120","25",-
"C25120","26",514.8
"C25120","31",18254.3
"C25120","41",-
"C25120","42",-
"C25120","43",5385.2
"C25120","52",-
"C25120","53",-
"C25120","54",-
"C25120","72",-
"C25120","73",4717.5
"C25120","74",-
"C25120","82",-
"C25120","01",-
"C25120","07",-
"C25120","26",-
"C25120","38",-
"C25120","42",-
"C25120","69",-
"C25120","73",-
"C25120","74",-
"C25120","83",-
"C25120","91",-
"C25120","93",x
"C25120","04",x
"C25120","05",169.1
"C25120","06",1952.1
"C25120","13",x
"C25120","83",2957.7
"C25120","84",x
"C25120","94",-
"C2513","Total",764650.2
"C2513","11",x
"C2513","75",41578.8
"C2513","77",15202.3
"C2513","78",x
"C2513","91",x
"C2513","92",x
"C2513","93",24134.9
"C2513","94",x
"C2513","95",x
"C2513","21",-
"C2513","22",-
"C2513","23",-
"C2513","24",-
"C2513","25",-
"C2513","26",-
"C2513","31",175564.8
"C2513","41",-
"C2513","42",-
"C2513","43",135733.9
"C2513","52",-
"C2513","53",-
"C2513","54",-
"C2513","72",-
"C2513","73",121997.7
"C2513","74",-
"C2513","82",-
"C2513","01",-
"C2513","07",-
"C2513","26",-
"C2513","38",-
"C2513","42",-
"C2513","69",-
"C2513","73",-
"C2513","74",-
"C2513","83",-
"C2513","91",-
"C2513","93",x
"C2513","04",-
"C2513","05",-
"C2513","06",52945.8
"C2513","13",77171.7
"C2513","83",17827.4
"C2513","84",x
"C2513","94",-
"C25130","Total",764650.2
"C25130","11",x
"C25130","75",41578.8
"C25130","77",15202.3
"C25130","78",x
"C25130","91",x
"C25130","92",x
"C25130","93",24134.9
"C25130","94",x
"C25130","95",x
"C25130","21",-
"C25130","22",-
"C25130","23",-
"C25130","24",-
"C25130","25",-
"C25130","26",-
"C25130","31",175564.8
"C25130","41",-
"C25130","42",-
"C25130","43",135733.9
"C25130","52",-
"C25130","53",-
"C25130","54",-
"C25130","72",-
"C25130","73",121997.7
"C25130","74",-
"C25130","82",-
"C25130","01",-
"C25130","07",-
"C25130","26",-
"C25130","38",-
"C25130","42",-
"C25130","69",-
"C25130","73",-
"C25130","74",-
"C25130","83",-
"C25130","91",-
"C25130","93",x
"C25130","04",-
"C25130","05",-
"C25130","06",52945.8
"C25130","13",77171.7
"C25130","83",17827.4
"C25130","84",x
"C25130","94",-
"C252","Total",6472638.1
"C252","11",109893.7
"C252","75",8353.7
"C252","77",10955.8
"C252","78",23803.1
"C252","91",313.5
"C252","92",19287.4
"C252","93",25403.4
"C252","94",6355.7
"C252","95",15421.1
"C252","21",1249055.5
"C252","22",-
"C252","23",-
"C252","24",-
"C252","25",-
"C252","26",-
"C252","31",1264394.3
"C252","41",-
"C252","42",-
"C252","43",95719.2
"C252","52",1180350.1
"C252","53",-
"C252","54",-
"C252","72",-
"C252","73",836313.8
"C252","74",406839.9
"C252","82",-
"C252","01",-
"C252","07",-
"C252","26",-
"C252","38",-
"C252","42",-
"C252","69",-
"C252","73",-
"C252","74",-
"C252","83",-
"C252","91",-
"C252","93",1330071.6
"C252","04",x
"C252","05",43783.7
"C252","06",210611.6
"C252","13",x
"C252","83",288500.5
"C252","84",x
"C252","94",-
"C2521","Total",1676855.4
"C2521","11",109893.7
"C2521","75",8353.7
"C2521","77",10955.8
"C2521","78",23803.1
"C2521","91",313.5
"C2521","92",19287.4
"C2521","93",25403.4
"C2521","94",6355.7
"C2521","95",15421.1
"C2521","21",231652.9
"C2521","22",-
"C2521","23",-
"C2521","24",-
"C2521","25",-
"C2521","26",-
"C2521","31",333593.5
"C2521","41",-
"C2521","42",-
"C2521","43",95719.2
"C2521","52",212651.7
"C2521","53",-
"C2521","54",-
"C2521","72",-
"C2521","73",353633.1
"C2521","74",-
"C2521","82",-
"C2521","01",-
"C2521","07",-
"C2521","26",-
"C2521","38",-
"C2521","42",-
"C2521","69",-
"C2521","73",-
"C2521","74",-
"C2521","83",-
"C2521","91",-
"C2521","93",339711.3
"C2521","04",10038.6
"C2521","05",-
"C2521","06",53956.5
"C2521","13",141740.3
"C2521","83",72695.3
"C2521","84",61280.6
"C2521","94",-
"C25210","Total",1676855.4
"C25210","11",109893.7
"C25210","75",8353.7
"C25210","77",10955.8
"C25210","78",23803.1
"C25210","91",313.5
"C25210","92",19287.4
"C25210","93",25403.4
"C25210","94",6355.7
"C25210","95",15421.1
"C25210","21",231652.9
"C25210","22",-
"C25210","23",-
"C25210","24",-
"C25210","25",-
"C25210","26",-
"C25210","31",333593.5
"C25210","41",-
"C25210","42",-
"C25210","43",95719.2
"C25210","52",212651.7
"C25210","53",-
"C25210","54",-
"C25210","72",-
"C25210","73",353633.1
"C25210","74",-
"C25210","82",-
"C25210","01",-
"C25210","07",-
"C25210","26",-
"C25210","38",-
"C25210","42",-
"C25210","69",-
"C25210","73",-
"C25210","74",-
"C25210","83",-
"C25210","91",-
"C25210","93",339711.3
"C25210","04",10038.6
"C25210","05",-
"C25210","06",53956.5
"C25210","13",141740.3
"C25210","83",72695.3
"C25210","84",61280.6
"C25210","94",-
"C2522","Total",1499020.3
"C2522","11",-
"C2522","75",-
"C2522","77",-
"C2522","78",-
"C2522","91",-
"C2522","92",-
"C2522","93",-
"C2522","94",-
"C2522","95",-
"C2522","21",313241.5
"C2522","22",-
"C2522","23",-
"C2522","24",-
"C2522","25",-
"C2522","26",-
"C2522","31",279299.3
"C2522","41",-
"C2522","42",-
"C2522","43",-
"C2522","52",297887.2
"C2522","53",-
"C2522","54",-
"C2522","72",-
"C2522","73",291519.8
"C2522","74",-
"C2522","82",-
"C2522","01",-
"C2522","07",-
"C2522","26",-
"C2522","38",-
"C2522","42",-
"C2522","69",-
"C2522","73",-
"C2522","74",-
"C2522","83",-
"C2522","91",-
"C2522","93",317072.5
"C2522","04",x
"C2522","05",-
"C2522","06",60464.9
"C2522","13",x
"C2522","83",75737.2
"C2522","84",x
"C2522","94",-
"C25220","Total",1499020.3
"C25220","11",-
"C25220","75",-
"C25220","77",-
"C25220","78",-
"C25220","91",-
"C25220","92",-
"C25220","93",-
"C25220","94",-
"C25220","95",-
"C25220","21",313241.5
"C25220","22",-
"C25220","23",-
"C25220","24",-
"C25220","25",-
"C25220","26",-
"C25220","31",279299.3
"C25220","41",-
"C25220","42",-
"C25220","43",-
"C25220","52",297887.2
"C25220","53",-
"C25220","54",-
"C25220","72",-
"C25220","73",291519.8
"C25220","74",-
"C25220","82",-
"C25220","01",-
"C25220","07",-
"C25220","26",-
"C25220","38",-
"C25220","42",-
"C25220","69",-
"C25220","73",-
"C25220","74",-
"C25220","83",-
"C25220","91",-
"C25220","93",317072.5
"C25220","04",x
"C25220","05",-
"C25220","06",60464.9
"C25220","13",x
"C25220","83",75737.2
"C25220","84",x
"C25220","94",-
"C2523","Total",1373274.0
"C2523","11",-
"C2523","75",-
"C2523","77",-
"C2523","78",-
"C2523","91",-
"C2523","92",-
"C2523","93",-
"C2523","94",-
"C2523","95",-
"C2523","21",292371.0
"C2523","22",-
"C2523","23",-
"C2523","24",-
"C2523","25",-
"C2523","26",-
"C2523","31",298416.5
"C2523","41",-
"C2523","42",-
"C2523","43",-
"C2523","52",275035.1
"C2523","53",-
"C2523","54",-
"C2523","72",-
"C2523","73",191160.9
"C2523","74",18136.5
"C2523","82",-
"C2523","01",-
"C2523","07",-
"C2523","26",-
"C2523","38",-
"C2523","42",-
"C2523","69",-
"C2523","73",-
"C2523","74",-
"C2523","83",-
"C2523","91",-
"C2523","93",298154.0
"C2523","04",x
"C2523","05",x
"C2523","06",58914.0
"C2523","13",145662.0
"C2523","83",45010.3
"C2523","84",x
"C2523","94",-
"C25230","Total",1373274.0
"C25230","11",-
"C25230","75",-
"C25230","77",-
"C25230","78",-
"C25230","91",-
"C25230","92",-
"C25230","93",-
"C25230","94",-
"C25230","95",-
"C25230","21",292371.0
"C25230","22",-
"C25230","23",-
"C25230","24",-
"C25230","25",-
"C25230","26",-
"C25230","31",298416.5
"C25230","41",-
"C25230","42",-
"C25230","43",-
"C25230","52",275035.1
"C25230","53",-
"C25230","54",-
"C25230","72",-
"C25230","73",191160.9
"C25230","74",18136.5
"C25230","82",-
"C25230","01",-
"C25230","07",-
"C25230","26",-
"C25230","38",-
"C25230","42",-
"C25230","69",-
"C25230","73",-
"C25230","74",-
"C25230","83",-
"C25230","91",-
"C25230","93",298154.0
"C25230","04",x
"C25230","05",x
"C25230","06",58914.0
"C25230","13",145662.0
"C25230","83",45010.3
"C25230","84",x
"C25230","94",-
"C2524","Total",1923488.4
"C2524","11",-
"C2524","75",-
"C2524","77",-
"C2524","78",-
"C2524","91",-
"C2524","92",-
"C2524","93",-
"C2524","94",-
"C2524","95",-
"C2524","21",411790.1
"C2524","22",-
"C2524","23",-
"C2524","24",-
"C2524","25",-
"C2524","26",-
"C2524","31",353085.0
"C2524","41",-
"C2524","42",-
"C2524","43",-
"C2524","52",394776.1
"C2524","53",-
"C2524","54",-
"C2524","72",-
"C2524","73",-
"C2524","74",388703.4
"C2524","82",-
"C2524","01",-
"C2524","07",-
"C2524","26",-
"C2524","38",-
"C2524","42",-
"C2524","69",-
"C2524","73",-
"C2524","74",-
"C2524","83",-
"C2524","91",-
"C2524","93",375133.8
"C2524","04",x
"C2524","05",x
"C2524","06",37276.2
"C2524","13",153948.4
"C2524","83",95057.7
"C2524","84",49042.1
"C2524","94",-
"C25240","Total",1923488.4
"C25240","11",-
"C25240","75",-
"C25240","77",-
"C25240","78",-
"C25240","91",-
"C25240","92",-
"C25240","93",-
"C25240","94",-
"C25240","95",-
"C25240","21",411790.1
"C25240","22",-
"C25240","23",-
"C25240","24",-
"C25240","25",-
"C25240","26",-
"C25240","31",353085.0
"C25240","41",-
"C25240","42",-
"C25240","43",-
"C25240","52",394776.1
"C25240","53",-
"C25240","54",-
"C25240","72",-
"C25240","73",-
"C25240","74",388703.4
"C25240","82",-
"C25240","01",-
"C25240","07",-
"C25240","26",-
"C25240","38",-
"C25240","42",-
"C25240","69",-
"C25240","73",-
"C25240","74",-
"C25240","83",-
"C25240","91",-
"C25240","93",375133.8
"C25240","04",x
"C25240","05",x
"C25240","06",37276.2
"C25240","13",153948.4
"C25240","83",95057.7
"C25240","84",49042.1
"C25240","94",-
"C26","Total",7175146.7
"C26","11",-
"C26","75",-
"C26","77",-
"C26","78",-
"C26","91",-
"C26","92",-
"C26","93",-
"C26","94",-
"C26","95",-
"C26","21",1051704.4
"C26","22",420684.9
"C26","23",-
"C26","24",-
"C26","25",-
"C26","26",-
"C26","31",788524.6
"C26","41",x
"C26","42",-
"C26","43",-
"C26","52",1397108.9
"C26","53",-
"C26","54",-
"C26","72",-
"C26","73",-
"C26","74",1160974.6
"C26","82",x
"C26","01",x
"C26","07",x
"C26","26",x
"C26","38",x
"C26","42",x
"C26","69",76576.4
"C26","73",11861.4
"C26","74",x
"C26","83",-
"C26","91",-
"C26","93",1455589.9
"C26","04",55373.3
"C26","05",132318.6
"C26","06",229763.5
"C26","13",536986.7
"C26","83",301360.6
"C26","84",199787.2
"C26","94",-
"C260","Total",75092.8
"C260","11",-
"C260","75",-
"C260","77",-
"C260","78",-
"C260","91",-
"C260","92",-
"C260","93",-
"C260","94",-
"C260","95",-
"C260","21",-
"C260","22",-
"C260","23",-
"C260","24",-
"C260","25",-
"C260","26",-
"C260","31",75092.8
"C260","41",-
"C260","42",-
"C260","43",-
"C260","52",-
"C260","53",-
"C260","54",-
"C260","72",-
"C260","73",-
"C260","74",-
"C260","82",-
"C260","01",-
"C260","07",-
"C260","26",-
"C260","38",-
"C260","42",-
"C260","69",-
"C260","73",-
"C260","74",-
"C260","83",-
"C260","91",-
"C260","93",-
"C260","04",-
"C260","05",-
"C260","06",-
"C260","13",-
"C260","83",-
"C260","84",-
"C260","94",-
"C2600","Total",75092.8
"C2600","11",-
"C2600","75",-
"C2600","77",-
"C2600","78",-
"C2600","91",-
"C2600","92",-
"C2600","93",-
"C2600","94",-
"C2600","95",-
"C2600","21",-
"C2600","22",-
"C2600","23",-
"C2600","24",-
"C2600","25",-
"C2600","26",-
"C2600","31",75092.8
"C2600","41",-
"C2600","42",-
"C2600","43",-
"C2600","52",-
"C2600","53",-
"C2600","54",-
"C2600","72",-
"C2600","73",-
"C2600","74",-
"C2600","82",-
"C2600","01",-
"C2600","07",-
"C2600","26",-
"C2600","38",-
"C2600","42",-
"C2600","69",-
"C2600","73",-
"C2600","74",-
"C2600","83",-
"C2600","91",-
"C2600","93",-
"C2600","04",-
"C2600","05",-
"C2600","06",-
"C2600","13",-
"C2600","83",-
"C2600","84",-
"C2600","94",-
"C26000","Total",75092.8
"C26000","11",-
"C26000","75",-
"C26000","77",-
"C26000","78",-
"C26000","91",-
"C26000","92",-
"C26000","93",-
"C26000","94",-
"C26000","95",-
"C26000","21",-
"C26000","22",-
"C26000","23",-
"C26000","24",-
"C26000","25",-
"C26000","26",-
"C26000","31",75092.8
"C26000","41",-
"C26000","42",-
"C26000","43",-
"C26000","52",-
"C26000","53",-
"C26000","54",-
"C26000","72",-
"C26000","73",-
"C26000","74",-
"C26000","82",-
"C26000","01",-
"C26000","07",-
"C26000","26",-
"C26000","38",-
"C26000","42",-
"C26000","69",-
"C26000","73",-
"C26000","74",-
"C26000","83",-
"C26000","91",-
"C26000","93",-
"C26000","04",-
"C26000","05",-
"C26000","06",-
"C26000","13",-
"C26000","83",-
"C26000","84",-
"C26000","94",-
"C261","Total",1417853.7
"C261","11",-
"C261","75",-
"C261","77",-
"C261","78",-
"C261","91",-
"C261","92",-
"C261","93",-
"C261","94",-
"C261","95",-
"C261","21",279251.1
"C261","22",-
"C261","23",-
"C261","24",-
"C261","25",-
"C261","26",-
"C261","31",289114.4
"C261","41",-
"C261","42",-
"C261","43",-
"C261","52",291326.1
"C261","53",-
"C261","54",-
"C261","72",-
"C261","73",-
"C261","74",276656.7
"C261","82",-
"C261","01",-
"C261","07",-
"C261","26",-
"C261","38",-
"C261","42",-
"C261","69",-
"C261","73",-
"C261","74",-
"C261","83",-
"C261","91",-
"C261","93",281505.4
"C261","04",x
"C261","05",x
"C261","06",x
"C261","13",38917.3
"C261","83",x
"C261","84",x
"C261","94",-
"C2611","Total",221542.5
"C2611","11",-
"C2611","75",-
"C2611","77",-
"C2611","78",-
"C2611","91",-
"C2611","92",-
"C2611","93",-
"C2611","94",-
"C2611","95",-
"C2611","21",43709.6
"C2611","22",-
"C2611","23",-
"C2611","24",-
"C2611","25",-
"C2611","26",-
"C2611","31",49687.3
"C2611","41",-
"C2611","42",-
"C2611","43",-
"C2611","52",41710.6
"C2611","53",-
"C2611","54",-
"C2611","72",-
"C2611","73",-
"C2611","74",40144.8
"C2611","82",-
"C2611","01",-
"C2611","07",-
"C2611","26",-
"C2611","38",-
"C2611","42",-
"C2611","69",-
"C2611","73",-
"C2611","74",-
"C2611","83",-
"C2611","91",-
"C2611","93",46290.2
"C2611","04",-
"C2611","05",44437.2
"C2611","06",-
"C2611","13",1853.0
"C2611","83",-
"C2611","84",-
"C2611","94",-
"C26110","Total",221542.5
"C26110","11",-
"C26110","75",-
"C26110","77",-
"C26110","78",-
"C26110","91",-
"C26110","92",-
"C26110","93",-
"C26110","94",-
"C26110","95",-
"C26110","21",43709.6
"C26110","22",-
"C26110","23",-
"C26110","24",-
"C26110","25",-
"C26110","26",-
"C26110","31",49687.3
"C26110","41",-
"C26110","42",-
"C26110","43",-
"C26110","52",41710.6
"C26110","53",-
"C26110","54",-
"C26110","72",-
"C26110","73",-
"C26110","74",40144.8
"C26110","82",-
"C26110","01",-
"C26110","07",-
"C26110","26",-
"C26110","38",-
"C26110","42",-
"C26110","69",-
"C26110","73",-
"C26110","74",-
"C26110","83",-
"C26110","91",-
"C26110","93",46290.2
"C26110","04",-
"C26110","05",44437.2
"C26110","06",-
"C26110","13",1853.0
"C26110","83",-
"C26110","84",-
"C26110","94",-
"C2612","Total",257731.0
"C2612","11",-
"C2612","75",-
"C2612","77",-
"C2612","78",-
"C2612","91",-
"C2612","92",-
"C2612","93",-
"C2612","94",-
"C2612","95",-
"C2612","21",48945.3
"C2612","22",-
"C2612","23",-
"C2612","24",-
"C2612","25",-
"C2612","26",-
"C2612","31",40803.4
"C2612","41",-
"C2612","42",-
"C2612","43",-
"C2612","52",67438.1
"C2612","53",-
"C2612","54",-
"C2612","72",-
"C2612","73",-
"C2612","74",54031.7
"C2612","82",-
"C2612","01",-
"C2612","07",-
"C2612","26",-
"C2612","38",-
"C2612","42",-
"C2612","69",-
"C2612","73",-
"C2612","74",-
"C2612","83",-
"C2612","91",-
"C2612","93",46512.5
"C2612","04",x
"C2612","05",-
"C2612","06",x
"C2612","13",x
"C2612","83",x
"C2612","84",x
"C2612","94",-
"C26120","Total",257731.0
"C26120","11",-
"C26120","75",-
"C26120","77",-
"C26120","78",-
"C26120","91",-
"C26120","92",-
"C26120","93",-
"C26120","94",-
"C26120","95",-
"C26120","21",48945.3
"C26120","22",-
"C26120","23",-
"C26120","24",-
"C26120","25",-
"C26120","26",-
"C26120","31",40803.4
"C26120","41",-
"C26120","42",-
"C26120","43",-
"C26120","52",67438.1
"C26120","53",-
"C26120","54",-
"C26120","72",-
"C26120","73",-
"C26120","74",54031.7
"C26120","82",-
"C26120","01",-
"C26120","07",-
"C26120","26",-
"C26120","38",-
"C26120","42",-
"C26120","69",-
"C26120","73",-
"C26120","74",-
"C26120","83",-
"C26120","91",-
"C26120","93",46512.5
"C26120","04",x
"C26120","05",-
"C26120","06",x
"C26120","13",x
"C26120","83",x
"C26120","84",x
"C26120","94",-
"C2613","Total",524877.7
"C2613","11",-
"C2613","75",-
"C2613","77",-
"C2613","78",-
"C2613","91",-
"C2613","92",-
"C2613","93",-
"C2613","94",-
"C2613","95",-
"C2613","21",108167.6
"C2613","22",-
"C2613","23",-
"C2613","24",-
"C2613","25",-
"C2613","26",-
"C2613","31",98450.1
"C2613","41",-
"C2613","42",-
"C2613","43",-
"C2613","52",107265.7
"C2613","53",-
"C2613","54",-
"C2613","72",-
"C2613","73",-
"C2613","74",x
"C2613","82",-
"C2613","01",-
"C2613","07",-
"C2613","26",-
"C2613","38",-
"C2613","42",-
"C2613","69",-
"C2613","73",-
"C2613","74",-
"C2613","83",-
"C2613","91",-
"C2613","93",x
"C2613","04",-
"C2613","05",x
"C2613","06",x
"C2613","13",x
"C2613","83",-
"C2613","84",-
"C2613","94",-
"C26130","Total",524877.7
"C26130","11",-
"C26130","75",-
"C26130","77",-
"C26130","78",-
"C26130","91",-
"C26130","92",-
"C26130","93",-
"C26130","94",-
"C26130","95",-
"C26130","21",108167.6
"C26130","22",-
"C26130","23",-
"C26130","24",-
"C26130","25",-
"C26130","26",-
"C26130","31",98450.1
"C26130","41",-
"C26130","42",-
"C26130","43",-
"C26130","52",107265.7
"C26130","53",-
"C26130","54",-
"C26130","72",-
"C26130","73",-
"C26130","74",x
"C26130","82",-
"C26130","01",-
"C26130","07",-
"C26130","26",-
"C26130","38",-
"C26130","42",-
"C26130","69",-
"C26130","73",-
"C26130","74",-
"C26130","83",-
"C26130","91",-
"C26130","93",x
"C26130","04",-
"C26130","05",x
"C26130","06",x
"C26130","13",x
"C26130","83",-
"C26130","84",-
"C26130","94",-
"C2614","Total",364572.9
"C2614","11",-
"C2614","75",-
"C2614","77",-
"C2614","78",-
"C2614","91",-
"C2614","92",-
"C2614","93",-
"C2614","94",-
"C2614","95",-
"C2614","21",68457.8
"C2614","22",-
"C2614","23",-
"C2614","24",-
"C2614","25",-
"C2614","26",-
"C2614","31",92513.2
"C2614","41",-
"C2614","42",-
"C2614","43",-
"C2614","52",67609.1
"C2614","53",-
"C2614","54",-
"C2614","72",-
"C2614","73",-
"C2614","74",x
"C2614","82",-
"C2614","01",-
"C2614","07",-
"C2614","26",-
"C2614","38",-
"C2614","42",-
"C2614","69",-
"C2614","73",-
"C2614","74",-
"C2614","83",-
"C2614","91",-
"C2614","93",x
"C2614","04",x
"C2614","05",x
"C2614","06",-
"C2614","13",-
"C2614","83",x
"C2614","84",-
"C2614","94",-
"C26140","Total",364572.9
"C26140","11",-
"C26140","75",-
"C26140","77",-
"C26140","78",-
"C26140","91",-
"C26140","92",-
"C26140","93",-
"C26140","94",-
"C26140","95",-
"C26140","21",68457.8
"C26140","22",-
"C26140","23",-
"C26140","24",-
"C26140","25",-
"C26140","26",-
"C26140","31",92513.2
"C26140","41",-
"C26140","42",-
"C26140","43",-
"C26140","52",67609.1
"C26140","53",-
"C26140","54",-
"C26140","72",-
"C26140","73",-
"C26140","74",x
"C26140","82",-
"C26140","01",-
"C26140","07",-
"C26140","26",-
"C26140","38",-
"C26140","42",-
"C26140","69",-
"C26140","73",-
"C26140","74",-
"C26140","83",-
"C26140","91",-
"C26140","93",x
"C26140","04",x
"C26140","05",x
"C26140","06",-
"C26140","13",-
"C26140","83",x
"C26140","84",-
"C26140","94",-
"C2615","Total",49129.6
"C2615","11",-
"C2615","75",-
"C2615","77",-
"C2615","78",-
"C2615","91",-
"C2615","92",-
"C2615","93",-
"C2615","94",-
"C2615","95",-
"C2615","21",9970.8
"C2615","22",-
"C2615","23",-
"C2615","24",-
"C2615","25",-
"C2615","26",-
"C2615","31",7660.4
"C2615","41",-
"C2615","42",-
"C2615","43",-
"C2615","52",7302.6
"C2615","53",-
"C2615","54",-
"C2615","72",-
"C2615","73",-
"C2615","74",13302.5
"C2615","82",-
"C2615","01",-
"C2615","07",-
"C2615","26",-
"C2615","38",-
"C2615","42",-
"C2615","69",-
"C2615","73",-
"C2615","74",-
"C2615","83",-
"C2615","91",-
"C2615","93",10893.3
"C2615","04",-
"C2615","05",-
"C2615","06",4263.6
"C2615","13",1527.9
"C2615","83",5101.8
"C2615","84",-
"C2615","94",-
"C26150","Total",49129.6
"C26150","11",-
"C26150","75",-
"C26150","77",-
"C26150","78",-
"C26150","91",-
"C26150","92",-
"C26150","93",-
"C26150","94",-
"C26150","95",-
"C26150","21",9970.8
"C26150","22",-
"C26150","23",-
