"Activité","dep","export"
"C15920","11",12170.4
"C15920","75",-
"C15920","77",x
"C15920","78",x
"C15920","91",x
"C15920","92",-
"C15920","93",x
"C15920","94",-
"C15920","95",-
"C15920","21",-
"C15920","22",-
"C15920","23",-
"C15920","24",-
"C15920","25",-
"C15920","26",-
"C15920","31",6338.2
"C15920","41",-
"C15920","42",-
"C15920","43",-
"C15920","52",-
"C15920","53",-
"C15920","54",-
"C15920","72",6287.6
"C15920","73",-
"C15920","74",6439.4
"C15920","82",-
"C15920","01",-
"C15920","07",-
"C15920","26",-
"C15920","38",-
"C15920","42",-
"C15920","69",-
"C15920","73",-
"C15920","74",-
"C15920","83",-
"C15920","91",-
"C15920","93",-
"C15920","04",-
"C15920","05",-
"C15920","06",-
"C15920","13",-
"C15920","83",-
"C15920","84",-
"C15920","94",-
"C1594","Total",8685.6
"C1594","11",x
"C1594","75",-
"C1594","77",-
"C1594","78",-
"C1594","91",-
"C1594","92",x
"C1594","93",-
"C1594","94",-
"C1594","95",-
"C1594","21",-
"C1594","22",-
"C1594","23",-
"C1594","24",-
"C1594","25",-
"C1594","26",-
"C1594","31",x
"C1594","41",-
"C1594","42",-
"C1594","43",-
"C1594","52",-
"C1594","53",-
"C1594","54",-
"C1594","72",x
"C1594","73",-
"C1594","74",x
"C1594","82",-
"C1594","01",-
"C1594","07",-
"C1594","26",-
"C1594","38",-
"C1594","42",-
"C1594","69",-
"C1594","73",-
"C1594","74",-
"C1594","83",-
"C1594","91",-
"C1594","93",-
"C1594","04",-
"C1594","05",-
"C1594","06",-
"C1594","13",-
"C1594","83",-
"C1594","84",-
"C1594","94",-
"C15940","Total",8685.6
"C15940","11",x
"C15940","75",-
"C15940","77",-
"C15940","78",-
"C15940","91",-
"C15940","92",x
"C15940","93",-
"C15940","94",-
"C15940","95",-
"C15940","21",-
"C15940","22",-
"C15940","23",-
"C15940","24",-
"C15940","25",-
"C15940","26",-
"C15940","31",x
"C15940","41",-
"C15940","42",-
"C15940","43",-
"C15940","52",-
"C15940","53",-
"C15940","54",-
"C15940","72",x
"C15940","73",-
"C15940","74",x
"C15940","82",-
"C15940","01",-
"C15940","07",-
"C15940","26",-
"C15940","38",-
"C15940","42",-
"C15940","69",-
"C15940","73",-
"C15940","74",-
"C15940","83",-
"C15940","91",-
"C15940","93",-
"C15940","04",-
"C15940","05",-
"C15940","06",-
"C15940","13",-
"C15940","83",-
"C15940","84",-
"C15940","94",-
"C1596","Total",x
"C1596","11",x
"C1596","75",x
"C1596","77",x
"C1596","78",121068.3
"C1596","91",x
"C1596","92",x
"C1596","93",x
"C1596","94",x
"C1596","95",57366.9
"C1596","21",-
"C1596","22",-
"C1596","23",-
"C1596","24",-
"C1596","25",-
"C1596","26",-
"C1596","31",355994.2
"C1596","41",-
"C1596","42",-
"C1596","43",-
"C1596","52",-
"C1596","53",-
"C1596","54",-
"C1596","72",x
"C1596","73",-
"C1596","74",x
"C1596","82",x
"C1596","01",x
"C1596","07",x
"C1596","26",42020.6
"C1596","38",166157.7
"C1596","42",x
"C1596","69",36437.6
"C1596","73",x
"C1596","74",4407.2
"C1596","83",-
"C1596","91",-
"C1596","93",-
"C1596","04",-
"C1596","05",-
"C1596","06",-
"C1596","13",-
"C1596","83",-
"C1596","84",-
"C1596","94",-
"C15960","Total",x
"C15960","11",x
"C15960","75",x
"C15960","77",x
"C15960","78",121068.3
"C15960","91",x
"C15960","92",x
"C15960","93",x
"C15960","94",x
"C15960","95",57366.9
"C15960","21",-
"C15960","22",-
"C15960","23",-
"C15960","24",-
"C15960","25",-
"C15960","26",-
"C15960","31",355994.2
"C15960","41",-
"C15960","42",-
"C15960","43",-
"C15960","52",-
"C15960","53",-
"C15960","54",-
"C15960","72",x
"C15960","73",-
"C15960","74",x
"C15960","82",x
"C15960","01",x
"C15960","07",x
"C15960","26",42020.6
"C15960","38",166157.7
"C15960","42",x
"C15960","69",36437.6
"C15960","73",x
"C15960","74",4407.2
"C15960","83",-
"C15960","91",-
"C15960","93",-
"C15960","04",-
"C15960","05",-
"C15960","06",-
"C15960","13",-
"C15960","83",-
"C15960","84",-
"C15960","94",-
"C1597","Total",9450.0
"C1597","11",x
"C1597","75",-
"C1597","77",x
"C1597","78",-
"C1597","91",-
"C1597","92",x
"C1597","93",x
"C1597","94",-
"C1597","95",-
"C1597","21",-
"C1597","22",-
"C1597","23",-
"C1597","24",-
"C1597","25",-
"C1597","26",-
"C1597","31",x
"C1597","41",-
"C1597","42",-
"C1597","43",-
"C1597","52",-
"C1597","53",-
"C1597","54",-
"C1597","72",x
"C1597","73",-
"C1597","74",-
"C1597","82",x
"C1597","01",-
"C1597","07",-
"C1597","26",-
"C1597","38",x
"C1597","42",x
"C1597","69",-
"C1597","73",-
"C1597","74",-
"C1597","83",-
"C1597","91",-
"C1597","93",-
"C1597","04",-
"C1597","05",-
"C1597","06",-
"C1597","13",-
"C1597","83",-
"C1597","84",-
"C1597","94",-
"C15970","Total",9450.0
"C15970","11",x
"C15970","75",-
"C15970","77",x
"C15970","78",-
"C15970","91",-
"C15970","92",x
"C15970","93",x
"C15970","94",-
"C15970","95",-
"C15970","21",-
"C15970","22",-
"C15970","23",-
"C15970","24",-
"C15970","25",-
"C15970","26",-
"C15970","31",x
"C15970","41",-
"C15970","42",-
"C15970","43",-
"C15970","52",-
"C15970","53",-
"C15970","54",-
"C15970","72",x
"C15970","73",-
"C15970","74",-
"C15970","82",x
"C15970","01",-
"C15970","07",-
"C15970","26",-
"C15970","38",x
"C15970","42",x
"C15970","69",-
"C15970","73",-
"C15970","74",-
"C15970","83",-
"C15970","91",-
"C15970","93",-
"C15970","04",-
"C15970","05",-
"C15970","06",-
"C15970","13",-
"C15970","83",-
"C15970","84",-
"C15970","94",-
"C1598","Total",641883.9
"C1598","11",252066.3
"C1598","75",x
"C1598","77",59251.8
"C1598","78",57182.6
"C1598","91",17310.2
"C1598","92",16660.6
"C1598","93",36530.2
"C1598","94",x
"C1598","95",x
"C1598","21",-
"C1598","22",-
"C1598","23",-
"C1598","24",-
"C1598","25",-
"C1598","26",-
"C1598","31",127382.0
"C1598","41",-
"C1598","42",-
"C1598","43",-
"C1598","52",-
"C1598","53",-
"C1598","54",-
"C1598","72",131188.5
"C1598","73",-
"C1598","74",-
"C1598","82",131247.1
"C1598","01",x
"C1598","07",x
"C1598","26",-
"C1598","38",x
"C1598","42",x
"C1598","69",37679.7
"C1598","73",x
"C1598","74",19677.5
"C1598","83",-
"C1598","91",-
"C1598","93",-
"C1598","04",-
"C1598","05",-
"C1598","06",-
"C1598","13",-
"C1598","83",-
"C1598","84",-
"C1598","94",-
"C15980","Total",641883.9
"C15980","11",252066.3
"C15980","75",x
"C15980","77",59251.8
"C15980","78",57182.6
"C15980","91",17310.2
"C15980","92",16660.6
"C15980","93",36530.2
"C15980","94",x
"C15980","95",x
"C15980","21",-
"C15980","22",-
"C15980","23",-
"C15980","24",-
"C15980","25",-
"C15980","26",-
"C15980","31",127382.0
"C15980","41",-
"C15980","42",-
"C15980","43",-
"C15980","52",-
"C15980","53",-
"C15980","54",-
"C15980","72",131188.5
"C15980","73",-
"C15980","74",-
"C15980","82",131247.1
"C15980","01",x
"C15980","07",x
"C15980","26",-
"C15980","38",x
"C15980","42",x
"C15980","69",37679.7
"C15980","73",x
"C15980","74",19677.5
"C15980","83",-
"C15980","91",-
"C15980","93",-
"C15980","04",-
"C15980","05",-
"C15980","06",-
"C15980","13",-
"C15980","83",-
"C15980","84",-
"C15980","94",-
"C16","Total",1630666.6
"C16","11",678957.7
"C16","75",375305.9
"C16","77",64583.3
"C16","78",38176.5
"C16","91",11945.0
"C16","92",56539.8
"C16","93",30346.6
"C16","94",34941.8
"C16","95",67118.8
"C16","21",-
"C16","22",-
"C16","23",-
"C16","24",-
"C16","25",-
"C16","26",-
"C16","31",309677.9
"C16","41",-
"C16","42",-
"C16","43",-
"C16","52",-
"C16","53",-
"C16","54",-
"C16","72",298569.5
"C16","73",-
"C16","74",-
"C16","82",343461.5
"C16","01",-
"C16","07",x
"C16","26",x
"C16","38",95901.3
"C16","42",x
"C16","69",x
"C16","73",102361.6
"C16","74",74562.9
"C16","83",-
"C16","91",-
"C16","93",-
"C16","04",-
"C16","05",-
"C16","06",-
"C16","13",-
"C16","83",-
"C16","84",-
"C16","94",-
"C160","Total",1630666.6
"C160","11",678957.7
"C160","75",375305.9
"C160","77",64583.3
"C160","78",38176.5
"C160","91",11945.0
"C160","92",56539.8
"C160","93",30346.6
"C160","94",34941.8
"C160","95",67118.8
"C160","21",-
"C160","22",-
"C160","23",-
"C160","24",-
"C160","25",-
"C160","26",-
"C160","31",309677.9
"C160","41",-
"C160","42",-
"C160","43",-
"C160","52",-
"C160","53",-
"C160","54",-
"C160","72",298569.5
"C160","73",-
"C160","74",-
"C160","82",343461.5
"C160","01",-
"C160","07",x
"C160","26",x
"C160","38",95901.3
"C160","42",x
"C160","69",x
"C160","73",102361.6
"C160","74",74562.9
"C160","83",-
"C160","91",-
"C160","93",-
"C160","04",-
"C160","05",-
"C160","06",-
"C160","13",-
"C160","83",-
"C160","84",-
"C160","94",-
"C1600","Total",1630666.6
"C1600","11",678957.7
"C1600","75",375305.9
"C1600","77",64583.3
"C1600","78",38176.5
"C1600","91",11945.0
"C1600","92",56539.8
"C1600","93",30346.6
"C1600","94",34941.8
"C1600","95",67118.8
"C1600","21",-
"C1600","22",-
"C1600","23",-
"C1600","24",-
"C1600","25",-
"C1600","26",-
"C1600","31",309677.9
"C1600","41",-
"C1600","42",-
"C1600","43",-
"C1600","52",-
"C1600","53",-
"C1600","54",-
"C1600","72",298569.5
"C1600","73",-
"C1600","74",-
"C1600","82",343461.5
"C1600","01",-
"C1600","07",x
"C1600","26",x
"C1600","38",95901.3
"C1600","42",x
"C1600","69",x
"C1600","73",102361.6
"C1600","74",74562.9
"C1600","83",-
"C1600","91",-
"C1600","93",-
"C1600","04",-
"C1600","05",-
"C1600","06",-
"C1600","13",-
"C1600","83",-
"C1600","84",-
"C1600","94",-
"C16000","Total",1630666.6
"C16000","11",678957.7
"C16000","75",375305.9
"C16000","77",64583.3
"C16000","78",38176.5
"C16000","91",11945.0
"C16000","92",56539.8
"C16000","93",30346.6
"C16000","94",34941.8
"C16000","95",67118.8
"C16000","21",-
"C16000","22",-
"C16000","23",-
"C16000","24",-
"C16000","25",-
"C16000","26",-
"C16000","31",309677.9
"C16000","41",-
"C16000","42",-
"C16000","43",-
"C16000","52",-
"C16000","53",-
"C16000","54",-
"C16000","72",298569.5
"C16000","73",-
"C16000","74",-
"C16000","82",343461.5
"C16000","01",-
"C16000","07",x
"C16000","26",x
"C16000","38",95901.3
"C16000","42",x
"C16000","69",x
"C16000","73",102361.6
"C16000","74",74562.9
"C16000","83",-
"C16000","91",-
"C16000","93",-
"C16000","04",-
"C16000","05",-
"C16000","06",-
"C16000","13",-
"C16000","83",-
"C16000","84",-
"C16000","94",-
"C17","Total",5183259.3
"C17","11",2157048.4
"C17","75",550213.0
"C17","77",216802.3
"C17","78",264289.2
"C17","91",213372.9
"C17","92",266195.6
"C17","93",395434.9
"C17","94",125691.5
"C17","95",125049.0
"C17","21",-
"C17","22",-
"C17","23",-
"C17","24",-
"C17","25",-
"C17","26",-
"C17","31",663498.1
"C17","41",349464.6
"C17","42",-
"C17","43",-
"C17","52",-
"C17","53",-
"C17","54",-
"C17","72",918612.1
"C17","73",-
"C17","74",-
"C17","82",1094636.1
"C17","01",101676.6
"C17","07",25888.5
"C17","26",93152.5
"C17","38",316151.5
"C17","42",103638.2
"C17","69",330811.1
"C17","73",34597.2
"C17","74",88720.5
"C17","83",-
"C17","91",-
"C17","93",-
"C17","04",-
"C17","05",-
"C17","06",-
"C17","13",-
"C17","83",-
"C17","84",-
"C17","94",-
"C170","Total",44699.0
"C170","11",44699.0
"C170","75",x
"C170","77",x
"C170","78",-
"C170","91",-
"C170","92",x
"C170","93",27654.8
"C170","94",-
"C170","95",x
"C170","21",-
"C170","22",-
"C170","23",-
"C170","24",-
"C170","25",-
"C170","26",-
"C170","31",-
"C170","41",-
"C170","42",-
"C170","43",-
"C170","52",-
"C170","53",-
"C170","54",-
"C170","72",-
"C170","73",-
"C170","74",-
"C170","82",-
"C170","01",-
"C170","07",-
"C170","26",-
"C170","38",-
"C170","42",-
"C170","69",-
"C170","73",-
"C170","74",-
"C170","83",-
"C170","91",-
"C170","93",-
"C170","04",-
"C170","05",-
"C170","06",-
"C170","13",-
"C170","83",-
"C170","84",-
"C170","94",-
"C1700","Total",44699.0
"C1700","11",44699.0
"C1700","75",x
"C1700","77",x
"C1700","78",-
"C1700","91",-
"C1700","92",x
"C1700","93",27654.8
"C1700","94",-
"C1700","95",x
"C1700","21",-
"C1700","22",-
"C1700","23",-
"C1700","24",-
"C1700","25",-
"C1700","26",-
"C1700","31",-
"C1700","41",-
"C1700","42",-
"C1700","43",-
"C1700","52",-
"C1700","53",-
"C1700","54",-
"C1700","72",-
"C1700","73",-
"C1700","74",-
"C1700","82",-
"C1700","01",-
"C1700","07",-
"C1700","26",-
"C1700","38",-
"C1700","42",-
"C1700","69",-
"C1700","73",-
"C1700","74",-
"C1700","83",-
"C1700","91",-
"C1700","93",-
"C1700","04",-
"C1700","05",-
"C1700","06",-
"C1700","13",-
"C1700","83",-
"C1700","84",-
"C1700","94",-
"C17000","Total",44699.0
"C17000","11",44699.0
"C17000","75",x
"C17000","77",x
"C17000","78",-
"C17000","91",-
"C17000","92",x
"C17000","93",27654.8
"C17000","94",-
"C17000","95",x
"C17000","21",-
"C17000","22",-
"C17000","23",-
"C17000","24",-
"C17000","25",-
"C17000","26",-
"C17000","31",-
"C17000","41",-
"C17000","42",-
"C17000","43",-
"C17000","52",-
"C17000","53",-
"C17000","54",-
"C17000","72",-
"C17000","73",-
"C17000","74",-
"C17000","82",-
"C17000","01",-
"C17000","07",-
"C17000","26",-
"C17000","38",-
"C17000","42",-
"C17000","69",-
"C17000","73",-
"C17000","74",-
"C17000","83",-
"C17000","91",-
"C17000","93",-
"C17000","04",-
"C17000","05",-
"C17000","06",-
"C17000","13",-
"C17000","83",-
"C17000","84",-
"C17000","94",-
"C171","Total",318456.5
"C171","11",125809.0
"C171","75",x
"C171","77",16389.7
"C171","78",11904.4
"C171","91",x
"C171","92",19736.2
"C171","93",x
"C171","94",x
"C171","95",x
"C171","21",-
"C171","22",-
"C171","23",-
"C171","24",-
"C171","25",-
"C171","26",-
"C171","31",64596.9
"C171","41",-
"C171","42",-
"C171","43",-
"C171","52",-
"C171","53",-
"C171","54",-
"C171","72",54419.5
"C171","73",-
"C171","74",-
"C171","82",73631.1
"C171","01",2486.2
"C171","07",x
"C171","26",x
"C171","38",x
"C171","42",x
"C171","69",x
"C171","73",-
"C171","74",x
"C171","83",-
"C171","91",-
"C171","93",-
"C171","04",-
"C171","05",-
"C171","06",-
"C171","13",-
"C171","83",-
"C171","84",-
"C171","94",-
"C1711","Total",140394.6
"C1711","11",61388.6
"C1711","75",6079.3
"C1711","77",16389.7
"C1711","78",3643.4
"C1711","91",x
"C1711","92",x
"C1711","93",x
"C1711","94",1885.4
"C1711","95",x
"C1711","21",-
"C1711","22",-
"C1711","23",-
"C1711","24",-
"C1711","25",-
"C1711","26",-
"C1711","31",29370.0
"C1711","41",-
"C1711","42",-
"C1711","43",-
"C1711","52",-
"C1711","53",-
"C1711","54",-
"C1711","72",x
"C1711","73",-
"C1711","74",-
"C1711","82",x
"C1711","01",x
"C1711","07",x
"C1711","26",x
"C1711","38",4769.6
"C1711","42",x
"C1711","69",x
"C1711","73",-
"C1711","74",-
"C1711","83",-
"C1711","91",-
"C1711","93",-
"C1711","04",-
"C1711","05",-
"C1711","06",-
"C1711","13",-
"C1711","83",-
"C1711","84",-
"C1711","94",-
"C17110","Total",140394.6
"C17110","11",61388.6
"C17110","75",6079.3
"C17110","77",16389.7
"C17110","78",3643.4
"C17110","91",x
"C17110","92",x
"C17110","93",x
"C17110","94",1885.4
"C17110","95",x
"C17110","21",-
"C17110","22",-
"C17110","23",-
"C17110","24",-
"C17110","25",-
"C17110","26",-
"C17110","31",29370.0
"C17110","41",-
"C17110","42",-
"C17110","43",-
"C17110","52",-
"C17110","53",-
"C17110","54",-
"C17110","72",x
"C17110","73",-
"C17110","74",-
"C17110","82",x
"C17110","01",x
"C17110","07",x
"C17110","26",x
"C17110","38",4769.6
"C17110","42",x
"C17110","69",x
"C17110","73",-
"C17110","74",-
"C17110","83",-
"C17110","91",-
"C17110","93",-
"C17110","04",-
"C17110","05",-
"C17110","06",-
"C17110","13",-
"C17110","83",-
"C17110","84",-
"C17110","94",-
"C1712","Total",44006.6
"C1712","11",22050.6
"C1712","75",x
"C1712","77",-
"C1712","78",8261.0
"C1712","91",-
"C1712","92",x
"C1712","93",x
"C1712","94",-
"C1712","95",-
"C1712","21",-
"C1712","22",-
"C1712","23",-
"C1712","24",-
"C1712","25",-
"C1712","26",-
"C1712","31",x
"C1712","41",-
"C1712","42",-
"C1712","43",-
"C1712","52",-
"C1712","53",-
"C1712","54",-
"C1712","72",x
"C1712","73",-
"C1712","74",-
"C1712","82",x
"C1712","01",-
"C1712","07",x
"C1712","26",-
"C1712","38",x
"C1712","42",-
"C1712","69",x
"C1712","73",-
"C1712","74",-
"C1712","83",-
"C1712","91",-
"C1712","93",-
"C1712","04",-
"C1712","05",-
"C1712","06",-
"C1712","13",-
"C1712","83",-
"C1712","84",-
"C1712","94",-
"C17120","Total",44006.6
"C17120","11",22050.6
"C17120","75",x
"C17120","77",-
"C17120","78",8261.0
"C17120","91",-
"C17120","92",x
"C17120","93",x
"C17120","94",-
"C17120","95",-
"C17120","21",-
"C17120","22",-
"C17120","23",-
"C17120","24",-
"C17120","25",-
"C17120","26",-
"C17120","31",x
"C17120","41",-
"C17120","42",-
"C17120","43",-
"C17120","52",-
"C17120","53",-
"C17120","54",-
"C17120","72",x
"C17120","73",-
"C17120","74",-
"C17120","82",x
"C17120","01",-
"C17120","07",x
"C17120","26",-
"C17120","38",x
"C17120","42",-
"C17120","69",x
"C17120","73",-
"C17120","74",-
"C17120","83",-
"C17120","91",-
"C17120","93",-
"C17120","04",-
"C17120","05",-
"C17120","06",-
"C17120","13",-
"C17120","83",-
"C17120","84",-
"C17120","94",-
"C1713","Total",x
"C1713","11",x
"C1713","75",-
"C1713","77",-
"C1713","78",-
"C1713","91",x
"C1713","92",-
"C1713","93",x
"C1713","94",-
"C1713","95",x
"C1713","21",-
"C1713","22",-
"C1713","23",-
"C1713","24",-
"C1713","25",-
"C1713","26",-
"C1713","31",x
"C1713","41",-
"C1713","42",-
"C1713","43",-
"C1713","52",-
"C1713","53",-
"C1713","54",-
"C1713","72",x
"C1713","73",-
"C1713","74",-
"C1713","82",x
"C1713","01",-
"C1713","07",-
"C1713","26",-
"C1713","38",x
"C1713","42",-
"C1713","69",-
"C1713","73",-
"C1713","74",x
"C1713","83",-
"C1713","91",-
"C1713","93",-
"C1713","04",-
"C1713","05",-
"C1713","06",-
"C1713","13",-
"C1713","83",-
"C1713","84",-
"C1713","94",-
"C17130","Total",x
"C17130","11",x
"C17130","75",-
"C17130","77",-
"C17130","78",-
"C17130","91",x
"C17130","92",-
"C17130","93",x
"C17130","94",-
"C17130","95",x
"C17130","21",-
"C17130","22",-
"C17130","23",-
"C17130","24",-
"C17130","25",-
"C17130","26",-
"C17130","31",x
"C17130","41",-
"C17130","42",-
"C17130","43",-
"C17130","52",-
"C17130","53",-
"C17130","54",-
"C17130","72",x
"C17130","73",-
"C17130","74",-
"C17130","82",x
"C17130","01",-
"C17130","07",-
"C17130","26",-
"C17130","38",x
"C17130","42",-
"C17130","69",-
"C17130","73",-
"C17130","74",x
"C17130","83",-
"C17130","91",-
"C17130","93",-
"C17130","04",-
"C17130","05",-
"C17130","06",-
"C17130","13",-
"C17130","83",-
"C17130","84",-
"C17130","94",-
"C1715","Total",112035.5
"C1715","11",x
"C1715","75",x
"C1715","77",-
"C1715","78",-
"C1715","91",x
"C1715","92",-
"C1715","93",x
"C1715","94",x
"C1715","95",-
"C1715","21",-
"C1715","22",-
"C1715","23",-
"C1715","24",-
"C1715","25",-
"C1715","26",-
"C1715","31",26402.7
"C1715","41",-
"C1715","42",-
"C1715","43",-
"C1715","52",-
"C1715","53",-
"C1715","54",-
"C1715","72",25342.6
"C1715","73",-
"C1715","74",-
"C1715","82",x
"C1715","01",-
"C1715","07",-
"C1715","26",-
"C1715","38",x
"C1715","42",x
"C1715","69",x
"C1715","73",-
"C1715","74",x
"C1715","83",-
"C1715","91",-
"C1715","93",-
"C1715","04",-
"C1715","05",-
"C1715","06",-
"C1715","13",-
"C1715","83",-
"C1715","84",-
"C1715","94",-
"C17150","Total",112035.5
"C17150","11",x
"C17150","75",x
"C17150","77",-
"C17150","78",-
"C17150","91",x
"C17150","92",-
"C17150","93",x
"C17150","94",x
"C17150","95",-
"C17150","21",-
"C17150","22",-
"C17150","23",-
"C17150","24",-
"C17150","25",-
"C17150","26",-
"C17150","31",26402.7
"C17150","41",-
"C17150","42",-
"C17150","43",-
"C17150","52",-
"C17150","53",-
"C17150","54",-
"C17150","72",25342.6
"C17150","73",-
"C17150","74",-
"C17150","82",x
"C17150","01",-
"C17150","07",-
"C17150","26",-
"C17150","38",x
"C17150","42",x
"C17150","69",x
"C17150","73",-
"C17150","74",x
"C17150","83",-
"C17150","91",-
"C17150","93",-
"C17150","04",-
"C17150","05",-
"C17150","06",-
"C17150","13",-
"C17150","83",-
"C17150","84",-
"C17150","94",-
"C1716","Total",x
"C1716","11",x
"C1716","75",x
"C1716","77",-
"C1716","78",-
"C1716","91",-
"C1716","92",-
"C1716","93",-
"C1716","94",-
"C1716","95",-
"C1716","21",-
"C1716","22",-
"C1716","23",-
"C1716","24",-
"C1716","25",-
"C1716","26",-
"C1716","31",-
"C1716","41",-
"C1716","42",-
"C1716","43",-
"C1716","52",-
"C1716","53",-
"C1716","54",-
"C1716","72",-
"C1716","73",-
"C1716","74",-
"C1716","82",x
"C1716","01",x
"C1716","07",-
"C1716","26",-
"C1716","38",-
"C1716","42",-
"C1716","69",-
"C1716","73",-
"C1716","74",-
"C1716","83",-
"C1716","91",-
"C1716","93",-
"C1716","04",-
"C1716","05",-
"C1716","06",-
"C1716","13",-
"C1716","83",-
"C1716","84",-
"C1716","94",-
"C17160","Total",x
"C17160","11",x
"C17160","75",x
"C17160","77",-
"C17160","78",-
"C17160","91",-
"C17160","92",-
"C17160","93",-
"C17160","94",-
"C17160","95",-
"C17160","21",-
"C17160","22",-
"C17160","23",-
"C17160","24",-
"C17160","25",-
"C17160","26",-
"C17160","31",-
"C17160","41",-
"C17160","42",-
"C17160","43",-
"C17160","52",-
"C17160","53",-
"C17160","54",-
"C17160","72",-
"C17160","73",-
"C17160","74",-
"C17160","82",x
"C17160","01",x
"C17160","07",-
"C17160","26",-
"C17160","38",-
"C17160","42",-
"C17160","69",-
"C17160","73",-
"C17160","74",-
"C17160","83",-
"C17160","91",-
"C17160","93",-
"C17160","04",-
"C17160","05",-
"C17160","06",-
"C17160","13",-
"C17160","83",-
"C17160","84",-
"C17160","94",-
"C172","Total",1040956.7
"C172","11",446786.2
"C172","75",102798.9
"C172","77",39103.9
"C172","78",69862.9
"C172","91",36491.4
"C172","92",25166.9
"C172","93",112707.1
"C172","94",30203.8
"C172","95",30451.3
"C172","21",-
"C172","22",-
"C172","23",-
"C172","24",-
"C172","25",-
"C172","26",-
"C172","31",196173.3
"C172","41",-
"C172","42",-
"C172","43",-
"C172","52",-
"C172","53",-
"C172","54",-
"C172","72",174779.6
"C172","73",-
"C172","74",-
"C172","82",223217.6
"C172","01",44257.2
"C172","07",-
"C172","26",11522.5
"C172","38",58223.0
"C172","42",18394.2
"C172","69",47253.0
"C172","73",4412.1
"C172","74",39155.6
"C172","83",-
"C172","91",-
"C172","93",-
"C172","04",-
"C172","05",-
"C172","06",-
"C172","13",-
"C172","83",-
"C172","84",-
"C172","94",-
"C1721","Total",719757.6
"C1721","11",x
"C1721","75",x
"C1721","77",x
"C1721","78",x
"C1721","91",9596.4
"C1721","92",x
"C1721","93",x
"C1721","94",x
"C1721","95",x
"C1721","21",-
"C1721","22",-
"C1721","23",-
"C1721","24",-
"C1721","25",-
"C1721","26",-
"C1721","31",132830.5
"C1721","41",-
"C1721","42",-
"C1721","43",-
"C1721","52",-
"C1721","53",-
"C1721","54",-
"C1721","72",117833.1
"C1721","73",-
"C1721","74",-
"C1721","82",x
"C1721","01",x
"C1721","07",-
"C1721","26",11522.5
"C1721","38",x
"C1721","42",x
"C1721","69",x
"C1721","73",4412.1
"C1721","74",x
"C1721","83",-
"C1721","91",-
"C1721","93",-
"C1721","04",-
"C1721","05",-
"C1721","06",-
"C1721","13",-
"C1721","83",-
"C1721","84",-
"C1721","94",-
"C17210","Total",719757.6
"C17210","11",x
"C17210","75",x
"C17210","77",x
"C17210","78",x
"C17210","91",9596.4
"C17210","92",x
"C17210","93",x
"C17210","94",x
"C17210","95",x
"C17210","21",-
"C17210","22",-
"C17210","23",-
"C17210","24",-
"C17210","25",-
"C17210","26",-
"C17210","31",132830.5
"C17210","41",-
"C17210","42",-
"C17210","43",-
"C17210","52",-
"C17210","53",-
"C17210","54",-
"C17210","72",117833.1
"C17210","73",-
"C17210","74",-
"C17210","82",x
"C17210","01",x
"C17210","07",-
"C17210","26",11522.5
"C17210","38",x
"C17210","42",x
"C17210","69",x
"C17210","73",4412.1
"C17210","74",x
"C17210","83",-
"C17210","91",-
"C17210","93",-
"C17210","04",-
"C17210","05",-
"C17210","06",-
"C17210","13",-
"C17210","83",-
"C17210","84",-
"C17210","94",-
"C1722","Total",195589.9
"C1722","11",77652.3
"C1722","75",36006.3
"C1722","77",x
"C1722","78",-
"C1722","91",26895.0
"C1722","92",-
"C1722","93",x
"C1722","94",x
"C1722","95",x
"C1722","21",-
"C1722","22",-
"C1722","23",-
"C1722","24",-
"C1722","25",-
"C1722","26",-
"C1722","31",40086.2
"C1722","41",-
"C1722","42",-
"C1722","43",-
"C1722","52",-
"C1722","53",-
"C1722","54",-
"C1722","72",36847.8
"C1722","73",-
"C1722","74",-
"C1722","82",41003.6
"C1722","01",x
"C1722","07",-
"C1722","26",-
"C1722","38",-
"C1722","42",x
"C1722","69",27871.8
"C1722","73",-
"C1722","74",x
"C1722","83",-
"C1722","91",-
"C1722","93",-
"C1722","04",-
"C1722","05",-
"C1722","06",-
"C1722","13",-
"C1722","83",-
"C1722","84",-
"C1722","94",-
"C17220","Total",195589.9
"C17220","11",77652.3
"C17220","75",36006.3
"C17220","77",x
"C17220","78",-
"C17220","91",26895.0
"C17220","92",-
"C17220","93",x
"C17220","94",x
"C17220","95",x
"C17220","21",-
"C17220","22",-
"C17220","23",-
"C17220","24",-
"C17220","25",-
"C17220","26",-
"C17220","31",40086.2
"C17220","41",-
"C17220","42",-
"C17220","43",-
"C17220","52",-
"C17220","53",-
"C17220","54",-
"C17220","72",36847.8
"C17220","73",-
"C17220","74",-
"C17220","82",41003.6
"C17220","01",x
"C17220","07",-
"C17220","26",-
"C17220","38",-
"C17220","42",x
"C17220","69",27871.8
"C17220","73",-
"C17220","74",x
"C17220","83",-
"C17220","91",-
"C17220","93",-
"C17220","04",-
"C17220","05",-
"C17220","06",-
"C17220","13",-
"C17220","83",-
"C17220","84",-
"C17220","94",-
"C1723","Total",58364.0
"C1723","11",26532.3
"C1723","75",10269.9
"C1723","77",-
"C1723","78",x
"C1723","91",-
"C1723","92",-
"C1723","93",x
"C1723","94",x
"C1723","95",-
"C1723","21",-
"C1723","22",-
"C1723","23",-
"C1723","24",-
"C1723","25",-
"C1723","26",-
"C1723","31",10536.2
"C1723","41",-
"C1723","42",-
